0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
75, 0, 0, 333702, 71673, 48330, 13657, 68484, 12051, 67, 3155, 601, 0, -66, 231922
66, 0, 0, 1351229, 40392, 35456, 10471, 42541, 7294, 40, 6872, 1144, 0, 119, 258553
64, 0, 0, 1012731, 4157, 13095, 28116, 21770, 6078, 34, 2838, 1657, 0, 152, 258012
64, 0, 0, 1649705, 114616, 57281, 63971, 109515, 11725, 34, 3942, 2171, 26, 891, 33700
74, 0, 0, 530884, 8347, 65112, 26325, 59795, 6377, 16, 1633, 2685, 0, -609, 181448
77, 0, 0, 1467691, 126272, 109138, 55586, 84483, 15937, 20, 1312, 3198, 0, 649, 377745
66, 0, 3, 599506, 4014, 5926, 41860, 11393, 944, 40, 627, 3712, 0, -445, 80233
70, 0, 0, 637901, 25580, 7228, 5574, 22749, 2176, 56, 906, 4197, 0, -696, 69418
69, 0, 0, 908917, 63135, 66858, 114430, 32921, 10434, 90, 5338, 4697, 0, 997, 92397
69, 0, 0, 1149035, 124360, 51896, 56205, 61473, 5356, 90, 2358, 5215, 26, -412, 213238
69, 0, 0, 379134, 8156, 55509, 22512, 30917, 5596, 90, 1711, 5730, 26, 720, 98287
69, 0, 25, 900856, 15173, 21996, 26634, 17709, 1406, 90, 644, 6246, 26, 58, 46962
69, 0, 0, 138790, 6148, 4972, 982, 10593, 1658, 90, 482, 6748, 26, 661, 5414
69, 0, 0, 823709, 47879, 20674, 58086, 53883, 20074, 90, 7766, 7271, 26, -183, 23757
67, 0, 8, 31718, 1084, 1467, 653, 2135, 187, 77, 84, 7820, 0, 105, 8179
93, 0, 0, 1349762, 64017, 109850, 26272, 108488, 13116, 67, 5272, 8335, 0, -45, 84706
93, 0, 0, 611260, 106390, 50771, 5398, 66746, 14475, 67, 4754, 8841, 26, 59, 434681
93, 0, 0, 2676614, 117836, 275447, 189232, 211974, 199988, 67, 52858, 9363, 51, 1105, 380888
93, 0, 0, 720903, 79322, 68631, 39097, 63571, 82918, 67, 114716, 9876, 51, 27, 271319
93, 0, 3, 1231041, 7684, 19061, 7162, 15103, 8783, 67, 2694, 10390, 51, 1227, 130830
93, 0, 0, 817591, 187298, 505616, 325195, 297707, 104156, 67, 115923, 10904, 51, 1347, 1674015
93, 0, 0, 1977232, 90309, 52455, 104152, 27540, 23923, 67, 11506, 11417, 51, -65, 347643
100, 0, 0, 1106586, 16138, 30390, 35230, 27936, 32348, 67, 2320, 11931, 0, 39, 105116
100, 0, 0, 821505, 77439, 79831, 49416, 20391, 9729, 67, 38612, 12407, 51, -456, 138944
100, 0, 0, 862245, 41470, 16981, 2864, 47500, 2791, 67, 3119, 12900, 26, -1169, 94924
100, 0, 6, 1310521, 52643, 125161, 47379, 220628, 121124, 67, 19135, 13446, 51, 317, 80398
